kod_consumer;name_consumer;kod_grp;kod_seti;kod_rem;kod_otr;kod_podotr
72115209;"ТОВ""Тисо і К"" (368)";152;7;721;36;63
72115210;ТОВ Вінницький ЕМЗ  ;152;7;721;29;62
72115211;Лікарня №3;152;7;721;52;52
72115212;"""Газбудсервіс"" (1161)";152;7;721;49;49
72115213;"""Вінницький АБЗ"" (382)";152;7;721;36;63
72115214;Фірма Селенга (812);152;7;721;52;52
72115215;"ТОВ ""ВП Ріца"" (2876)";152;7;721;36;63
72115216;"ПП ""ТК Домострой"" (4249)";152;7;721;36;63
72115217;"Підпр-во ""Гассіб""(1185)";152;7;721;52;52
72115218;"ПрАТ ""Будматеріали""";152;7;721;36;63
72115219;"ПАТ ""ПлазмаТек""";152;7;721;36;63
72115220;ФОП Паламарчук А В;152;7;721;36;63
72115302;"ПАТ ""Володарка""";153;7;721;39;64
72115303;"ЗАТ ""Поділля "" (1240)";153;7;721;39;64
72115304; Еспрес -В (2935);153;7;721;43;43
72115305;"ТОВ ""ЗУТМІ""";153;7;721;39;64
72130000;"ПАТ ""Глазер-Юн""(2441)";300;7;721;41;65
72130001;"ТОВ""Трейдленд""(4511)";300;7;721;52;52
72130002;ПП Феріде Плаза(3997);300;7;721;52;52
72130003;"ТОВ""Подільський край""";300;7;721;41;65
72130004;ВМЖК (1234);300;7;721;41;65
72130005;Кондитерська ф-ка (1227);300;7;721;41;65
72130006;"ТОВ ""Сотка""(32)";300;7;721;41;65
72130007;"ВАТ ""Дослідний завод""(83)";300;7;721;29;62
72130008;"ТОВ ""Агроград В""  (2537) ";300;7;721;43;43
72130009;"ТОВ ""Вінтар"" (41)";300;7;721;29;62
72130010;" ПП""Озуріт""(818)";300;7;721;52;52
72130011;"ПАТ ""І-Ф""Вінницям'ясо""";300;7;721;41;65
72130012;"ТОВ""Марлін""(3875)";300;7;721;41;65
72130013;"АКБ ""Укрсіббанк"" (2838)";300;7;721;52;52
72130014;"ДП ""Пінополістірол""(1231)";300;7;721;29;62
72130015;База облкоопснаб (433);300;7;721;41;65
72130016;Вінницький ДОЗ (439);300;7;721;35;35
72130017;Петренко В.О. (174);300;7;721;49;49
72130018;Він.СПМК -67 (971);300;7;721;49;49
72130019;Поділля-Залізобетон (1238;300;7;721;36;63
72130020;Упр.держ.казнач.(4161);300;7;721;52;52
72130021;"ТОВ ""Він.з-д полег.констр";300;7;721;36;63
72130022;"ПП ""СБМУ-8"" (664)";300;7;721;49;49
72130023;Консервний з-д (1209);300;7;721;41;65
72130024;" ""Комбікормовий з-д""(1213";300;7;721;41;65
72130025;ТОВ Московін (4871);300;7;721;49;49
72130026;"""Аграна Фрут ..""(1247)";300;7;721;41;65
72130027;"ТОВ ""Поліс-Україна""(4477)";300;7;721;43;43
72130028;Будмонтажпроект(2498);300;7;721;49;49
72130029;"ТОВ ""АВІС"" (1132)";300;7;721;41;65
72130030;"ТОВ""Промислова група(4434";300;7;721;49;49
72130032;Він.харчосмакова (1379);300;7;721;41;65
72130033;"ВАТ ""ВЗФКІВ "" (1386)";300;7;721;41;65
72130034;"ДП ""Маяк"" (1324)";300;7;721;29;62
72130035;ФОП Федотюк Н.О.(4366);300;7;721;50;67
72130036;"ВФ ""Панда"" (1393)";300;7;721;41;65
72130037;"ВАТ ""Він.блпостач""(140)";300;7;721;29;62
72130038;"РСП ""Київцентраеро"" (1294";300;7;721;45;66
72130039;"""Автобусний парк""(312)";300;7;721;45;66
72130040;ФОП Максимко Д.В.(4237);300;7;721;35;35
72130041;Він.металопостач (60);300;7;721;29;62
72130042;Ремтехсільмаш (726);300;7;721;29;62
72130043;"ТКЕ ""Маяк"" (1242)";300;7;721;50;51
72130044;"ТОВ НВП ""Елект тех"" (597)";300;7;721;29;62
72130045;АМІК (440);300;7;721;41;65
72130046;ВОКП гром .харч.(353);300;7;721;41;65
72130047;"ПП ""Продкомпанія""(1737)";300;7;721;41;65
72130048;"ТОВ ""Фактор-Нафтогаз""";300;7;721;45;66
72130049;"ЗАТ ""Інфузія"" (2973)";300;7;721;41;65
72130050;"ТОВ ""АВА-1"" (4166)";300;7;721;36;63
72130051;"ТОВ ""Вінпромхолод""(394)";300;7;721;41;65
72130052;"ТОВ""Касталема""";300;7;721;52;52
72130053;"ТОВ ""КОМПАС ГРУП""";300;7;721;52;52
72130054;АТ 'УКРСИББАНК';300;7;721;52;52
72130055;"ТОВ ""Електротранзит""";300;7;721;52;52
72130056;"МПП Фірма""Ерідон""";300;7;721;52;52
72130057;"ПАТ ""Інтерпайп Дніпроп""";300;7;721;52;52
72130058;"ДП ""Віноблагроліс""";300;7;721;52;52
72130059;"ТОВ ""ТРІАДА-МК""";300;7;721;52;52
72130060;" ТОВ ""Агрикола""";300;7;721;52;52
72133600;Він.хлібзаво №2 (1233);336;7;721;41;65
72133601;"ПАТ ""Концерн""Хлібпром"" ";336;7;721;41;65
72133602;ТОВ Міськжитлотепло(2422);336;7;721;50;51
72133603;"""Вінниця-млин  (1499)";336;7;721;43;43
72133604;"ТОВ ""Ремаса""(298)";336;7;721;45;66
72133605;"ТОВ фірма ""Хлібпром""";336;7;721;43;43
72134500;Басейн.упр. річки ПБ;345;7;721;44;44
72134501;"ДП ""Вінницький лісгосп""";345;7;721;44;44
72134700;СПМУ 61 (229);347;7;721;49;49
72134701;"ТОВ ""Авто-форум""(483)";347;7;721;29;62
72134702;"ТОВ ""КЕС УА Холдинг""(3764";347;7;721;49;49
72135000;ТОВ СБІ (576);350;7;721;29;62
72135500;Він.авіаційний з-д (1217);355;7;721;29;62
72135501;Аеропор (414)т ;355;7;721;45;66
72135701;Центр проф тех осв (2158);357;7;721;52;52
72135702;"Він.дир. ""Укртелеком""(442";357;7;721;52;52
72135703;"ТОВ ""Агробудтехноло"" 3861";357;7;721;52;52
72135704; ТОВ Кредо (1582);357;7;721;52;52
72135705;ФОП  Щур Н.В. (1886);357;7;721;43;43
72135706;ПП Пискач (684);357;7;721;41;65
72135707;Концерн РРТ (388);357;7;721;52;52
72136801;ФОП Нечипоренко (855);368;7;721;41;65
72137000;"ЗАТ ""Акцент""(882)";370;7;721;52;52
72137001;"ТОВ ""Металопласт"" (37)";370;7;721;29;62
72137002;СПД Немерський (1804);370;7;721;52;52
72137003;Він.СКТБ ОПК (731);370;7;721;49;49
72137004;"ДП ВСУ ""Стальконс"" (197)";370;7;721;49;49
72137005;"ТОВ ""Першотравневе"" (35)";370;7;721;49;49
72138000;"МП ""Юлія"" (603)";380;7;721;43;43
72138001; ТОВ Вікінги ЛТД (2509);380;7;721;43;43
72138002;Облжитлопостач.(62);380;7;721;43;43
72138003; ПП Кряж (4308);380;7;721;43;43
72138004;"ТОВ ""Еліт"" (2302)";380;7;721;52;52
72138005;"ПП""Елма-сервіс"" (1150)";380;7;721;29;62
72138006;Вінницький універмаг( 407;380;7;721;52;52
72138007;СПД Гетце Н.М. (2069);380;7;721;52;52
72138008;"Торг.дім ""Ель-Тур"" (208)";380;7;721;52;52
72138009;"ТОВ ""Фоззі Фуд""(3676)";380;7;721;52;52
72138010;"ТОВ ""Петроцентр (129)";380;7;721;52;52
72138011;"ТОВ ""Метро"" (4637)";380;7;721;52;52
72138012;"""Об""єднання ринків""(158)";380;7;721;52;52
72138013;"ПП ""Феріде"" (753)";380;7;721;52;52
72138014;"ТОВ ""Магіцентр"" (4211)";380;7;721;52;52
72138015;"ТОВ ""Господарник"" (2925)";380;7;721;52;52
72138016;"ТОВ ""ВІМ І КО""";380;7;721;52;52
72138017;ПП Суржиков (2228);380;7;721;29;62
72138018;ПП Саблук О.М. (2455);380;7;721;52;52
72138019;ФОП Ногаль П.О.(2800);380;7;721;52;52
72138020;"ТОВ ""Акцент-інвест""";380;7;721;52;52
72138021;" ТОВ ""АВС - цитрус"" (474)";380;7;721;52;52
72138022; МПП Руслана (4711);380;7;721;52;52
72138023;"ТОВ  ""Трейдленд"" (4511)";380;7;721;52;52
72138024;ФОП Ларюшкін (4621);380;7;721;52;52
72138025;"ПП ""Стан"" (4553)";380;7;721;43;43
72138026;"ТОВ""Альпарі Кельце,, (69)";380;7;721;52;52
72138027;"ТОВ ""ЕпіцентрК"" 3185";380;7;721;52;52
72138028;САВ Дістрібют(3962);380;7;721;52;52
72138029;"ТОВ ""Епіцентр К"" (3185)";380;7;721;52;52
72138030;"ВФ ""Концерн""ВІйськторгсер";380;7;721;50;67
72138031;"ТОВ ""Фірма ""ВІТЕКС""";380;7;721;50;67
72138032;"ТОВ ""Фроззі-Фуд"" Келецька";380;7;721;52;52
72138033;"ТОВ ""Фроззі-Фуд"" Привокза";380;7;721;52;52
72138034;"ТОВ ""НВП ""АРГОН""";380;7;721;52;52
72138035;"ПІІ ""МакДональдзЮкрейн""";380;7;721;52;52
72138036;АТБ Маркет;380;7;721;52;52
72138037;"ТОВ ""Варус - П""";380;7;721;50;67
72138038;ТОВ фірма 'Авіценна';380;7;721;50;67
72138039;ПП 'Конекс';380;7;721;50;67
72138040;"ТОВ ""Оптіма-Фарм.ЛТД""";380;7;721;50;67
72138041;ФО Лихогляд Андрій Віт;380;7;721;50;67
72138042;ФОП Суржиков В І;380;7;721;50;67
72138043;"ТОВ ""Магістраль - 2002""";380;7;721;50;67
72138044;"ПП ""Компанія Версаль""";380;7;721;50;67
72138045;ФОП Максименко А.І;380;7;721;52;52
72138046;"ТОВ""ЛордексМенГруп""";380;7;721;50;67
72138047;"ТОВ ""Фруктона-ВН""";380;721;7;52;52
72138048;ДП АВТОТРЕЙДІНГ-ВІННИЦЯ;380;721;7;52;52
72138049;"ПАТ ""Львівгуртбакалія """;380;721;7;52;52
72138050;"ТОВ ""СУПУТНИК ЦЕНТР""";380;721;7;52;52
72138200;З-д торгов.обл.(170);382;7;721;29;62
72138203;ФОП Беляш О.М. (3714);382;7;721;49;49
72138204;"МЧП ""Оптиміст"" (1191)";382;7;721;52;52
72139500;Він обл філармонія;395;7;721;50;67
72140800;45-й завод (1211);408;7;721;29;62
72140801;732 -й військов.з-д (1212;408;7;721;29;62
72141200;"ТОВ ""Союз Партнер""";412;7;721;35;35
72141201;Будмаш Віннич.(4044);412;7;721;29;62
72142200;Друкарня (31);422;7;721;43;43
72142201;"ТОВ ""Консоль"" (2007)";422;7;721;43;43
72142202;ТОВ Техпослугт(3912);422;7;721;29;62
72142203;Біомед (3741);422;7;721;52;52
72142204;"ТОВ""Енергоінвест"" (4002)";422;7;721;43;43
72144000;"ПП""Елеватормлинмонтаж""";440;7;721;49;49
72144001;Вітаком (2501);440;7;721;43;43
72144002;"ТОВ ""Терези"" (2932)";440;7;721;49;49
72144003;"Завод ""Будмаш""  (171))";440;7;721;29;62
72144004;ВОКСЛП (1696);440;7;721;49;49
72144005;"ПКД ""Спецбуд""(192)";440;7;721;49;49
72144006;Він.хутор.мясопер.(2363);721;7;721;41;65
72144007;"ТОВ ""Вінницьке УМБ""";440;7;721;52;52
72144008;"ТОВ ВКП ""Сенс ЛТД""(792)";440;7;721;52;52
72144009;"ДП""Енергомонтаж№"" (183)";440;7;721;49;49
72144010;"ПАТ ""УКРГАЗБУД""";440;7;721;49;49
72144011;"ПМВКП ""Нормаль"" (1968)";899;7;721;43;43
72144012;Автобаза водгоспу (511);440;7;721;45;66
72144013;"ТОВ ""Промислова гру"" 4434";717;7;721;49;49
72144014;"ВАТ""Агромашкомплект""(2286";440;7;721;49;49
72144015;ФРП Сандрагось В.П.(604);440;7;721;29;62
72144016;"ТОВ ""МУР""";440;7;721;49;49
72144017;"ТОВ ""БМУ-3""";440;7;721;49;49
72144018;"ТОВ ""Азімут - Інвест""";440;7;721;49;49
72144019;"ТОВ ""Технобізнес""";440;7;721;49;49
72144020;"ТОВ ""Градо Строй""";440;721;7;49;49
72144021;"ТОВ ""ПОДІЛЬСЬКИЙ ЕНЕРГОКОНСАЛТИНГ""";440;721;7;49;49
72144022;ТОВ 'Вінницябуд';440;721;7;49;49
72145100;Картографічна ф-ка (1235);451;7;721;43;43
72145101;"ТОВ ""Прескорпор..(2742)";451;7;721;43;43
72145102;"ПП ""Поліграфіст-В""";451;7;721;43;43
72170100;"ТОВ""Металіст""(1239)";701;7;721;29;62
72170101;"ПАТ ""Глазер Юн""";701;7;721;43;43
72170102;"Ф-ма ""Комета"" (734)";701;7;721;43;43
72171600;"ТОВ ф-а ""Егаско ЛТД"" 1704";716;7;721;43;43
72171601;"ПАТ ""Будмонтажпроект""2498";716;7;721;45;66
72172001;"ТОВ ""Магігрант"" (4966)";720;7;721;52;52
72172003;"ТОВ ""Селенга"" (812)";720;7;721;52;52
72172004; ФОП Качура Ф.П. (1023);720;7;721;52;52
72172100;"ТОВ ""Ферум"" (2516)";721;7;721;36;63
72172101;"ВАТ ""Вінспецавт."" (85)";721;7;721;45;66
72172102;ПП Хмара (1488);721;7;721;45;66
72172103;"ТОВ ""Джерман центр""(4617)";721;7;721;45;66
72172104;"ТОВ ""ТСК ""Пасаж""";721;7;721;52;52
72172105;СПД Малахов С.А. (499);721;7;721;45;66
72172106;ФОП Астапкевич О.Г.(4790);721;7;721;52;52
72172107;Вінагротранссервіс (396);721;7;721;45;66
72172108;"ТОВ ""Вікінги"" (2509)";721;7;721;49;49
72172109;СПД Зелінська Т.В. (1846);721;7;721;52;52
72172110;ФОП Безрученко (3565);721;7;721;43;43
72172111;"ВАТ""Вінничина-Авто"" (420)";721;7;721;45;66
72172112;"ТОВ ""Панкор"" (4736)";721;7;721;52;52
72172113;ФОП Юрчак О.А. (4763);721;7;721;50;67
72172114;ПП Романішина  (157);721;7;721;44;44
72172115;ФОП Ключар К.С.(4522);721;7;721;49;49
72172116;ФОП Марковський С С;721;7;721;45;66
72172117;ФОП Абуашвілі І Н;721;7;721;45;66
72172400;"ПП ""Едвайс СВ"" (3663)";724;7;721;50;67
72172401;"ОАО ""Обл.з-д ЖБіК""(144)";724;7;721;36;63
72172403;"ДКП ""Вінницязеленбуд""(201";724;7;721;52;52
72172404;Упр.комун.власності  (321;724;7;721;52;52
72172405;"Автобаза зв""язку (262)";724;7;721;45;66
72172406;"ВАТ ""ВАТП-10556"" (261)";724;7;721;45;66
72172407;ЦОПП УДППЗ Укрпошта;724;7;721;50;67
72173000;"ТОВ ""Совек"" (4583)";730;7;721;45;66
72173001;"ТОВ ""Кедр -КВ""(3761)";730;7;721;35;35
72173002;"СПД""Рудницький"" (282)";730;7;721;50;67
72173003;"ПМ ПВКУ""Короавй""(114)";730;7;721;50;67
72173004;"ТОВ ""Зодчий""(3832)";370;7;721;50;67
72173005;ФОП Дементьєв О.Ю. (3863);370;7;721;29;62
72173006;"ТОВ ""Інтехдорсервіс""(3650";730;7;721;49;49
72173007;"ПП ""Поділля -ТМВ"" 3613";730;7;721;52;52
72173008;"ТОВ ""Ві.Буд-інд-я""3602";730;7;721;36;63
72173009;ТОВ Упр.коммерц.3569;730;7;721;52;52
72173010;"ТОВ""Металоцентр""3566";730;7;721;29;62
72173011;"ТОВ ""Даймон-центр""(3890)";730;7;721;52;52
72173012;ФОП Базелюк В.Ф.;370;7;721;50;67
72189900;"Ф-ка ""Динамо"" (63)";899;7;721;39;64
72189901;"ТОВ""Техпослуги""(3912)";899;7;721;36;63
72189902;УПП УТОС (214);899;7;721;29;62
72189903;УТОГ (173);899;7;721;39;64
72189904;"ВМ ЦПРІ ""Поділля""";899;7;721;52;52
72189905;Шпиталь ІВВВ (374);899;7;721;52;52
72189906;Управління СБУ   (44);899;7;721;52;52
72189907;"ТОВ ""Поділлятрейд. (3934)";899;7;721;52;52
72189908;"ПП ""Дячун"" (630)";899;7;721;52;52
72189909;Він.міжколг.ст.насін.(752;899;7;721;44;44
72189910;"ТОВ""Подільська Січ""(4110)";899;7;721;52;52
72189911;"ТОВ ""Вінбуд-комплект""";899;7;721;52;52
72189912;"ТОВ ""САВ -Дістр.."" (3962)";899;7;721;52;52
72189913;"ПП ""Комп.Версаль""(3965)";899;7;721;52;52
72189914;ВКЕПОП (30);899;7;721;52;52
72189915;Вінницяплодоовощ.. (281);899;7;721;52;52
72189916;Сан.ВПС України (397);899;7;721;52;52
72189917;МКЛ швидкої мед.д (486);899;7;721;52;52
72189918;Лікарня ім.Пирогова (148);899;7;721;52;52
72189919; КЕЧ (49);899;7;721;52;52
72189920;"ПП ""Азга - Ліс"" (456)";899;7;721;45;66
72189921;"ТОВ ""Вінторгбуд"" (481)";899;7;721;49;49
72189922;"ПСК""П-во облспоживспіл(82";899;7;721;52;52
72189923;ВБУ ГУДСО МВС Укр .(187);899;7;721;52;52
72189924;Стандартметрологія (223);899;7;721;52;52
72189925;Пологовий буд 2(451);899;7;721;52;52
72189926;"СУПП ТОВ ""Варта"" (2986)";899;7;721;52;52
72189927;Він.пологов.будинок (459);899;7;721;52;52
72189928;"ТОВ ""Феріде-плаза""(3997)";899;7;721;52;52
72189929;ВДМУ ім.Порогова (42);899;7;721;52;52
72189930;"ТОВ ""Сафарі-клуб"" (2616)";899;7;721;52;52
72189931;Лікарня ім.Ющенко (67);899;7;721;52;52
72189932;Політехнічний тех-м (100);899;7;721;52;52
72189933;"ТОВ ""Аркадія"" (4289)";899;7;721;52;52
72189934;Муздрамтеатр (119);899;7;721;52;52
72189935;Обл.дитяча лікарня  (176);899;7;721;52;52
72189936;Він.проект.ін-т  (190);899;7;721;52;52
72189937;"Фірма ""МЕД"" (193)";899;7;721;52;52
72189938;ВДТУ (416);899;7;721;52;52
72189939;"ТОВ ""Гамма"" (207)";899;7;721;52;52
72189940;Облонкодиспансер (211);899;7;721;52;52
72189941;ДПТНЗ ВЦПТОТД (732);899;7;721;52;52
72189942;Він.упр.статист. (266);899;7;721;52;52
72189943;Технол.пром.коледж (283);899;7;721;52;52
72189944;ВПУ - 7 (728);899;7;721;52;52
72189945;Обл.ст.перелив.крові (352;899;7;721;52;52
72189946;Буд.інтернат  (386);899;7;721;52;52
72189947;"ТОВ""Будматеріали"" (4044)";899;7;721;52;52
72189948;"ПП ""Кряж"" (4308)";899;7;721;43;43
72189949;Він.проект.кон.ін-т (435 ;899;7;721;52;52
72189950;"ПП ""Промінь"" (118)";899;7;721;52;52
72189951;"УААН ""Ін-т кормів""(493)";899;7;721;52;52
72189952;Обл. СЕС (515);899;7;721;52;52
72189953;"ТОВ ""Аркон - ЛТД"" (2499)";899;7;721;36;63
72189954;ПП Інтерпласт (587);899;7;721;29;62
72189955;"ФОП ""Драч"" (131)";899;7;721;43;43
72189956;"ТОВ ""Поліс-Україна""(4477)";899;7;721;43;43
72189957;В/Ч 3008 (245);899;7;721;52;52
72189958;В/Ч 2656 (1154);899;7;721;52;52
72189959;"ВМПП ""Геліка"" (1259)";899;7;721;52;52
72189960;"ДНВП ""Геосистема"" (1395)";899;7;721;43;43
72189961;В/ч 0549 (1174);899;7;721;52;52
72189962;"ТОВ""Бастіон2009""(3651)";899;7;721;52;52
72189963;"ТОВ ""ВЕЗ"" (1613)";899;7;721;52;52
72189964;"ТОВ ""Фірма Авіс""(3776)";899;7;721;52;52
72189965;Міська л-ня №1 (790);899;7;721;52;52
72189966;"ПП ""СТАМ""(4553)";899;7;721;49;49
72189967;МПП Руслана (4712);899;7;721;52;52
72189968;ВДПУ Ім.Коцюбинськог (40);899;7;721;52;52
72189969;НДІ реабіліт інв.(199);899;7;721;52;52
72189970;"ТОВ Вінницязерн.""  (4721)";899;7;721;41;65
72189971;"Фірма ""Беркут -ПП ""(227)";899;7;721;52;52
72189972;Виконком міськ ради(1359);899;7;721;52;52
72189973;В/ч А-1231 (687);899;7;721;52;52
72189974;"П-во ""Профспілкове"" (327)";899;7;721;52;52
72189975;ФОП Городецька Л.П.;899;7;721;52;52
72189976;"МП ""Астіка"" (254)";899;7;721;52;52
72189977;Він.технічний ліцей (401);899;7;721;52;52
72189978;Він.хут.м`ясопер.(2363);899;7;721;41;65
72189979;Податкова (1009);899;7;721;52;52
72189980;ФОП Юрченко (285);899;7;721;49;49
72189981;СПД ФО Ніколаєва (466);899;7;721;35;35
72189982; Училище культури (393);899;7;721;52;52
72189983;Центр матері та дит.. 823;899;7;721;52;52
72189984;"База ""Колос"" (277)";899;7;721;52;52
72189985;Він.ін-т пдр (295);899;7;721;52;52
72189986;Віоламед (3741);899;7;721;52;52
72189987;Ліга олімп.рез. (741);899;7;721;52;52
72189988;"ВННВО ""Комплекс-1""(4203)";899;7;721;52;52
72189989;"ТОВ ""СП Мед Поділля""";899;7;721;52;52
72189990;Будинок офіцерів (1172);899;7;721;52;52
72189991;ВФЕУ Університет (1383);899;7;721;52;52
72189992;Торг.ек.ін-т (230);899;7;721;52;52
72189993;СПД Варварський (1683);899;7;721;52;52
72189994;Палац мистецтв (546);899;7;721;52;52
72189995;"ТОВ ""Галактика Відпочинку";899;7;721;52;52
72189996;"ПП ""Оскар - С""  (4478)";899;7;721;52;52
72189997;"ЗАТ ""Новосвіт"" (615)";899;7;721;52;52
72189998;ВРТМО (444);899;7;721;52;52
72189999;Він.обл.спец.диспанц. РЗН;899;7;721;52;52
72190000;"ТОВ ""СВ Технологія""";899;7;721;50;67
72190001;"КП ""МЛДЦ""";899;7;721;50;67
72190002;"ТОВ фірма ""АЯГІК""";899;7;721;50;67
72190003;Тер Упр МНС Укр у Він обл;899;7;721;50;67
72190004;ВНМУ ім.Пирогова;899;7;721;50;67
72190005;"ТВТ ""Південний Буг""";899;7;721;50;67
72190006;Він НАУ;899;7;721;52;52
72190007;"""Елеватор млинмонтаж""";336;7;721;43;43
72190008;"ТОВ ""Вітекс""(798)";899;7;721;52;52
72190010;Аграрний університет;899;7;721;52;52
72190011;"ТОВ""Лордекс-Менеджмент""";899;7;721;50;67
72190012;"ТОВ ""Аграна Джус Україна""";899;7;721;41;65
72190013;"ПАТ ВМЗ ""Рошен""";899;7;721;41;65
72201100;ВЛАСНЕ СПОЖИВАННЯ;11;7;722;10;10
72201200;НЕТТО;12;7;722;17;17
72201600;Власні потреби;16;7;722;16;16
72201700;Втрати в мережах;17;7;722;15;15
72201800;Виробничі потреби;18;7;722;16;16
72203100;КП Теплоенергетик;31;7;722;50;51
72203200;Освітлення, побут;32;7;722;52;52
72203300;МКП Водоканал;33;7;722;50;51
72204000;Сільгоспспоживачі;40;7;722;44;44
72204001;"ПП ""Дари садів""";40;7;722;44;44
72204002;"ФГ ""Золотий колос""";40;7;722;44;44
72210100;"ПАТ ""Дністровська ГАЕС""";101;7;722;43;43
72212200;Приладобудівний завод;122;7;722;29;62
72212201;ннн;122;7;722;29;62
72214100;"ВАТ ""Машзавод ім. Кірова""";141;7;722;29;62
72214101;ннн;141;7;722;29;62
72214102;"ВАТ ""Завод газового обл.""";141;7;722;29;62
72214103;ПВКФ Анна;141;7;722;29;62
72215200;"ВАТ ""Мог.Под.кар""єр""";152;7;722;36;63
72215201;"ТОВ ""Вендичанський цегель";152;7;722;36;63
72215300;"Швейна фабрика ""Аліса""";153;7;722;39;64
72215301;Ізраїлівський цег.з-д;153;7;722;36;63
72215302;"ЗПК ""Тандем""";153;7;722;39;39
72215303;"ПП ""Кряж""";153;7;722;39;39
72230000;"СТОВ ""Нива"" с.Вендичани";300;7;722;44;44
72230001;ПП Твердохліб В.В.;300;7;722;41;65
72230002;Юрковецький спиртзавод;300;7;722;41;65
72230003;ннн;300;7;722;41;65
72230004;Мог.Под.райсільгоспкомунг;300;7;722;50;67
72230005;"ВАТ ""Консервний завод""";300;7;722;41;65
72230006;Мог.Под.молокозавод;300;7;722;41;65
72230007;"СВАТ ""Птахокомплекс Яриші";300;7;722;44;44
72230008;"ТОВ ""УК-ЕСКАР""с.Вендич.";300;7;722;44;44
72230009;"ТОВ ""УК-ЕСКАР"" с.Яришів";300;7;722;44;44
72230010;"ПП ""Подільський Прометей""";300;7;722;41;65
72230011;"ТОВ ""Кряж""";300;7;722;41;65
72230012;"СТОВ""Україна -1"" с.Серебр";300;7;722;44;44
72233600;"ПАТ ""Концерн хлібпром""";336;7;722;41;65
72233601;"ТОВ ""Агрок.Лог.Венд.КХП""";336;7;722;41;65
72233602;"ДП ""Нафком -Агро"" ХПП";336;7;722;43;43
72235700;Ямпільське упрр.водн госп;357;7;722;52;52
72236800;"МКП ""Овіс""";368;7;722;43;43
72238000;"СТ ""Техніка""";380;7;722;50;51
72238001;ПП Савін В.В.;380;7;722;50;51
72238010;ФОП Коняга В.С.;380;7;722;50;67
72244000;ПП Кушнір А.М.;440;7;722;52;52
72270100;"Фабрика ""Чайка""";701;7;722;26;61
72271600;ФОП Бзнуні К.Б.;716;7;722;52;52
72272100;Мог.Под.райавтодор;721;7;722;45;66
72272400;Укртелеком;724;7;722;43;43
72272401;ПП Москалюк Т.О.;724;7;722;43;43
72273000;Мог.Под.ДЕД ДП Він.ОАД;730;7;722;49;49
72289900;УПП УТОСА;899;7;722;29;62
72289901;Мог.Под.ВК-114;899;7;722;52;52
72289902;В/ч 1808;899;7;722;52;52
72289903;В/ч 2193;899;7;722;52;52
72289904;Монтажний технікум ;899;7;722;52;52
72289905;Мог.Под.митниця;899;7;722;52;52
72289906;"ТзОВ ""Євросолар""";899;7;722;43;43
72289907;"ТзОВ ""Екосолар Інвест""";899;7;722;50;67
72289908;Яришівський психоінтернат;899;7;722;52;52
72289909;В/Ч 0753;899;7;722;52;52
72289910;"ТзОВ ""Він.-Енергосервіс""";899;7;722;43;43
72289911;ФОП Шалінська О.А.;899;7;722;50;67
72289912;ФОП Вацак В.Г.;899;7;722;50;67
72289913;"ТОВ ВКП ""Універсал МП""";899;7;722;50;67
72289914;ФОП Іриневич Н.Г.;899;7;722;50;67
72289915;ФОП Павлюк О.В.;899;7;722;50;67
72289916;Відділ освіти РДА;899;7;722;50;50
72289917;"СТ ""Гуси-Лебеді""";899;722;7;50;67
72289920;Дніпроекопром 2;899;7;722;50;67
72301100;Власне споживання;11;7;723;10;10
72301200;Корисний відпуск;12;7;723;17;17
72301700;Втрати в мережах;17;7;723;15;15
72301800;Виробничі потреби;18;7;723;16;16
72303100;Бартеплокомуненерго;31;7;723;50;67
72303200;Освітлення , побут;32;7;723;52;52
72303300;"КВУВКГ""Барводоканал""";33;7;723;50;51
72303301;ННН;33;7;723;50;51
72303302;ННН;33;7;723;50;51
72304000;Сільгоспспоживачі;40;7;723;44;44
72304001;"ПАТ ""Вінничина""";40;7;723;44;44
72304002;"ТОВ ""Міжлісся""";40;7;723;44;44
72304003;Ялтушківська ДСС ;40;7;723;44;44
72304004;"ТОВ""Бар. Комбікорм. з-д""";40;7;723;44;44
72304005;Н;40;7;723;44;44
72304006;"""Сади Поділля""";40;7;723;44;44
72304007;ННН;40;7;723;44;44
72304008;ннн;40;7;723;41;65
72304009;ннн;40;7;723;44;44
72310400;БАР ЛВУМГ КС - 19,КС - 37;104;7;723;45;48
72310401;"БАР КС - 37 ""Б""";104;7;723;45;48
72313600;"ТОВ ""Лігатерм""";136;7;723;29;62
72314400;"ПАТ ""Барський машзавод""";144;7;723;29;62
72314401;Н;144;7;723;29;62
72314402;Н;144;7;723;29;62
72314501;ФОП Заскін В.П;145;723;7;29;62
72315000;ннн;150;7;723;35;35
72315200;"ПП ""Фундамент""";152;7;723;36;63
72315300;"ТОВ ""Барська швейна ф-ка""";153;7;723;39;64
72317600;ннн;176;7;723;44;44
72330000;"ТОВ ""Агропродукт Бар""";300;7;723;41;65
72330001;ннн;300;7;723;41;42
72330003;ПП Голодюк О.Л.;300;7;723;41;65
72330004;"ТОВ ""Пфанер-Бар""";300;7;723;41;65
72330005;Консервн. з-д Половецький;300;7;723;41;65
72330006;ТОВБарський птахокомбінат;300;7;723;41;65
72330007;"ТОВ ""Західмолоко""";300;7;723;41;65
72330008;"ТОВ""""Матеріальні ресурси""";300;7;723;43;43
72330009;ннн;300;7;723;49;49
72330010;"Полівський гранкар""єр""";300;7;723;36;63
